rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optmagblend,st_optband,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffblend,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend,rowupdate
888,Kepler-11,f,Transit,6,46.6888,0.0027,-0.0032,0,0.25,0.002,-0.002,0,0.013,0.011,-0.009,0,89.47,0.04,-0.04,0,0.006,0.003,-0.003,0,Mass,0.222,0.004,-0.006,0,0.69,0.29,-0.32,0,1,1,0,1,19h48m27.63s,297.115123,+41d54m32.9s,41.909138,613,,,0,14.2,,0,0,V (Johnson),5663,55,-66,0,0,0.96,0.03,-0.03,0,0,1.06,0.02,-0.02,0,0,2014-05-14
889,Kepler-11,g,Transit,6,118.3807,0.001,-0.0006,0,0.466,0.004,-0.004,0,0.15,,,1,89.87,0.05,-0.06,0,0.079,,,1,Mass,0.297,0.005,-0.007,0,4,,,1,1,1,0,1,19h48m27.63s,297.115123,+41d54m32.9s,41.909138,613,,,0,14.2,,0,0,V (Johnson),5663,55,-66,0,0,0.96,0.03,-0.03,0,0,1.06,0.02,-0.02,0,0,2014-05-14
890,Kepler-110,b,Transit,2,12.691112,0.000036,-0.000036,0,0.107,,,0,,,,,,,,,,,,,,0.163,0.032,-0.032,0,,,,,0,1,0,1,19h31m42.99s,292.929133,+48d36m10.1s,48.602814,,,,,12.935,,0,0,Kepler-band,5960,153,-153,0,0,,,,,,1.15,0.23,-0.23,0,0,2014-05-14
891,Kepler-110,c,Transit,2,31.719775,0.000104,-0.000104,0,0.198,,,0,,,,,,,,,,,,,,0.197,0.039,-0.039,0,,,,,0,1,0,1,19h31m42.99s,292.929133,+48d36m10.1s,48.602814,,,,,12.935,,0,0,Kepler-band,5960,153,-153,0,0,,,,,,1.15,0.23,-0.23,0,0,2014-05-14
892,Kepler-1100,b,Transit,1,6.42200058,0.00002182,-0.00002182,0,,,,,,,,,,,,,,,,,,0.156,0.073,-0.026,0,,,,,0,1,0,1,19h27m29.13s,291.871356,+44d05m14.6s,44.087376,940,432.48,-158.33,0,13.862,,0,0,Kepler-band,6247,128.56,-164.45,0,0,1.21,0.2,-0.11,0,0,1.34,0.63,-0.22,0,0,2016-05-10
893,Kepler-1101,b,Transit,1,81.3151059,0.0005693,-0.0005693,0,,,,,,,,,,,,,,,,,,0.22,0.033,-0.019,0,,,,,0,1,0,1,19h38m16.65s,294.569379,+45d40m16.5s,45.671257,897,134.09,-78.54,0,15.111,,0,0,Kepler-band,5614,130.34,-168.73,0,0,0.94,0.06,-0.06,0,0,0.91,0.13,-0.07,0,0,2016-05-10
894,Kepler-1102,b,Transit,1,51.3285623,0.0003326,-0.0003326,0,,,,,,,,,,,,,,,,,,0.237,0.047,-0.021,0,,,,,0,1,0,1,18h45m17.42s,281.322565,+48d03m59.4s,48.066505,986,145.75,-84.19,0,14.955,,0,0,Kepler-band,5724,76.5,-71.34,0,0,0.96,0.05,-0.07,0,0,0.94,0.14,-0.07,0,0,2016-05-10
895,Kepler-1103,b,Transit,1,19.79191978,0.00009543,-0.00009543,0,,,,,,,,,,,,,,,,,,0.203,0.054,-0.024,0,,,,,0,1,0,1,19h09m31.70s,287.38209,+49d27m08.6s,49.452396,921,253.21,-110.49,0,14.09,,0,0,Kepler-band,6092,106.14,-106.64,0,0,1.11,0.1,-0.08,0,0,1.15,0.31,-0.13,0,0,2016-05-10
896,Kepler-1104,b,Transit,1,5.03728015,0.00001378,-0.00001378,0,,,,,,,,,,,,,,,,,,0.11,0.012,-0.009,0,,,,,0,1,0,1,19h37m52.45s,294.468554,+49d19m51.7s,49.331024,516,53.62,-38.72,0,12.189,,0,0,Kepler-band,6417,90.52,-84.06,0,0,1.3,0.06,-0.05,0,0,1.41,0.15,-0.1,0,0,2016-05-10
897,Kepler-1105,b,Transit,1,4.42157218,0.00000977,-0.00000977,0,,,,,,,,,,,,,,,,,,0.179,0.005,-0.022,0,,,,,0,1,0,1,18h44m26.82s,281.111771,+42d27m17.8s,42.454931,369,10.6,-12.03,0,15.18,,0,0,Kepler-band,4299,41.81,-47.77,0,0,0.71,0.02,-0.03,0,0,0.68,0.01,-0.02,0,0,2016-05-10
898,Kepler-1106,b,Transit,1,1.25275217,0.00000215,-0.00000215,0,,,,,,,,,,,,,,,,,,0.147,0.044,-0.021,0,,,,,0,1,0,1,19h24m34.85s,291.145201,+44d03m45.2s,44.062546,1168,349.23,-169.33,0,14.69,,0,0,Kepler-band,6104,152.44,-185.27,0,0,1.11,0.14,-0.09,0,0,1.17,0.34,-0.16,0,0,2016-05-10
899,Kepler-1107,b,Transit,1,0.57103852,0.00000042,-0.00000042,0,,,,,,,,,,,,,,,,,,0.12,0.009,-0.007,0,,,,,0,1,0,1,19h24m11.98s,291.049927,+39d08m30.0s,39.141674,457,33.09,-27.19,0,14.098,,0,0,Kepler-band,5268,104.99,-126.81,0,0,0.86,0.04,-0.05,0,0,0.82,0.06,-0.04,0,0,2016-05-10
900,Kepler-1108,b,Transit,1,4.51005748,0.0000133,-0.0000133,0,,,,,,,,,,,,,,,,,,0.13,0.012,-0.01,0,,,,,0,1,0,1,19h44m10.16s,296.042339,+45d59m06.5s,45.985146,764,73.48,-56.1,0,14.979,,0,0,Kepler-band,5406,149.3,-105.1,0,0,0.88,0.05,-0.06,0,0,0.84,0.07,-0.06,0,0,2016-05-10
901,Kepler-1109,b,Transit,1,37.6467384,0.000212,-0.000212,0,,,,,,,,,,,,,,,,,,0.195,0.039,-0.021,0,,,,,0,1,0,1,19h26m35.10s,291.646244,+39d23m47.8s,39.396624,797,159.54,-85.79,0,14.288,,0,0,Kepler-band,5893,111.41,-163.52,0,0,1.05,0.07,-0.07,0,0,1.06,0.21,-0.11,0,0,2016-05-10
902,Kepler-111,b,Transit,2,3.341815,0.000006,-0.000006,0,0.046,,,0,,,,,,,,,,,,,,0.141,0.018,-0.018,0,,,,,1,1,0,1,19h26m36.76s,291.65317,+44d41m17.8s,44.688274,,,,,13.492,,0,0,Kepler-band,5952,74,-74,0,0,,,,,,1.16,0.14,-0.14,0,0,2014-05-14
903,Kepler-111,c,Transit,2,224.784608,0.000411,-0.000411,0,0.761,,,0,,,,,,,,,,,,,,0.651,0.081,-0.081,0,,,,,1,1,0,1,19h26m36.76s,291.65317,+44d41m17.8s,44.688274,,,,,13.492,,0,0,Kepler-band,5952,74,-74,0,0,,,,,,1.16,0.14,-0.14,0,0,2014-05-14
904,Kepler-1110,b,Transit,1,9.69312032,0.00003024,-0.00003024,0,,,,,,,,,,,,,,,,,,0.237,0.034,-0.023,0,,,,,0,1,0,1,19h27m13.93s,291.808022,+38d37m21.7s,38.622703,726,44.92,-56.02,0,15.914,,0,0,Kepler-band,4781,88.04,-77.5,0,0,0.73,0.05,-0.05,0,0,0.7,0.04,-0.05,0,0,2016-05-10
905,Kepler-1111,b,Transit,1,8.79617863,0.0000297,-0.0000297,0,,,,,,,,,,,,,,,,,,0.178,0.048,-0.023,0,,,,,0,1,0,1,19h41m51.21s,295.463372,+45d48m45.9s,45.812744,1142,316.95,-156.35,0,15.159,,0,0,Kepler-band,6077,143.77,-199.7,0,0,1.1,0.13,-0.09,0,0,1.15,0.31,-0.15,0,0,2016-05-10
906,Kepler-1112,b,Transit,1,14.36267939,0.00005701,-0.00005701,0,,,,,,,,,,,,,,,,,,0.269,0.114,-0.046,0,,,,,0,1,0,1,19h47m52.52s,296.968815,+47d45m05.4s,47.751488,1734,722.72,-305.97,0,14.612,,0,0,Kepler-band,6496,147.03,-147.28,0,0,1.34,0.21,-0.13,0,0,1.54,0.65,-0.26,0,0,2016-05-10
907,Kepler-1113,b,Transit,1,42.3004954,0.0002092,-0.0002092,0,,,,,,,,,,,,,,,,,,0.251,0.101,-0.032,0,,,,,0,1,0,1,19h17m37.61s,289.406695,+39d20m19.8s,39.338834,1127,446.9,-143.49,0,14.766,,0,0,Kepler-band,5931,80.28,-109.5,0,0,1.12,0.13,-0.07,0,0,1.17,0.47,-0.14,0,0,2016-05-10
908,Kepler-1114,b,Transit,1,14.97435694,0.00005221,-0.00005221,0,,,,,,,,,,,,,,,,,,0.12,0.007,-0.006,0,,,,,0,1,0,1,19h56m56.86s,299.236933,+45d50m04.9s,45.834698,427,20.3,-19.07,0,13.747,,0,0,Kepler-band,5374,87.46,-77.65,0,0,0.87,0.04,-0.04,0,0,0.83,0.04,-0.03,0,0,2016-05-10
909,Kepler-1115,b,Transit,1,23.5540725,0.0001356,-0.0001356,0,,,,,,,,,,,,,,,,,,0.152,0.026,-0.018,0,,,,,0,1,0,1,19h39m58.03s,294.991772,+40d08m39.9s,40.144409,935,156.71,-107.72,0,11.98,,0,0,Kepler-band,8480,295.98,-217.88,0,0,1.6,0.1,-0.1,0,0,1.73,0.29,-0.2,0,0,2016-05-10
910,Kepler-1116,b,Transit,1,41.6977827,0.0002004,-0.0002004,0,,,,,,,,,,,,,,,,,,0.227,0.048,-0.02,0,,,,,0,1,0,1,19h27m44.08s,291.933655,+44d06m55.8s,44.115505,1017,217.03,-88.82,0,15.265,,0,0,Kepler-band,5641,91.87,-133.14,0,0,0.95,0.05,-0.06,0,0,0.93,0.2,-0.08,0,0,2016-05-10
911,Kepler-1117,b,Transit,1,4.79028459,0.0000186,-0.0000186,0,,,,,,,,,,,,,,,,,,0.099,0.015,-0.007,0,,,,,0,1,0,1,19h28m20.35s,292.08478,+49d14m14.9s,49.23748,619,88.54,-45.31,0,14.102,,0,0,Kepler-band,5612,82.98,-101.57,0,0,0.95,0.04,-0.05,0,0,0.93,0.13,-0.06,0,0,2016-05-10
912,Kepler-1118,b,Transit,1,38.6715075,0.0002298,-0.0002298,0,,,,,,,,,,,,,,,,,,0.244,0.054,-0.038,0,,,,,0,1,0,1,19h59m51.76s,299.965664,+44d09m39.2s,44.160896,818,164.05,-104.13,0,14.94,,0,0,Kepler-band,5688,303.78,-268.88,0,0,0.96,0.11,-0.08,0,0,0.97,0.17,-0.11,0,0,2016-05-10
913,Kepler-1119,b,Transit,1,8.3265153,0.00004777,-0.00004777,0,,,,,,,,,,,,,,,,,,0.171,0.056,-0.027,0,,,,,0,1,0,1,19h48m04.59s,297.019131,+44d19m39.1s,44.327522,1288,425.36,-215.34,0,15.06,,0,0,Kepler-band,6083,177.4,-249.75,0,0,1.11,0.14,-0.11,0,0,1.17,0.38,-0.18,0,0,2016-05-10
914,Kepler-112,b,Transit,2,8.408878,0.00001,-0.00001,0,0.076,,,0,,,,,,,,,,,,,,0.211,0.051,-0.051,0,,,,,0,1,0,1,19h47m55.44s,296.981009,+43d12m35.1s,43.209751,,,,,13.771,,0,0,Kepler-band,5544,148,-148,0,0,,,,,,0.84,0.2,-0.2,0,0,2014-05-14
915,Kepler-112,c,Transit,2,28.574263,0.00006,-0.00006,0,0.172,,,0,,,,,,,,,,,,,,0.214,0.052,-0.052,0,,,,,0,1,0,1,19h47m55.44s,296.981009,+43d12m35.1s,43.209751,,,,,13.771,,0,0,Kepler-band,5544,148,-148,0,0,,,,,,0.84,0.2,-0.2,0,0,2014-05-14
916,Kepler-1120,b,Transit,1,2.94902905,0.00000747,-0.00000747,0,,,,,,,,,,,,,,,,,,0.123,0.008,-0.006,0,,,,,0,1,0,1,19h23m39.48s,290.914483,+42d17m11.7s,42.286579,635,27.58,-33.82,0,15.333,,0,0,Kepler-band,4904,70.02,-67.83,0,0,0.78,0.04,-0.04,0,0,0.74,0.03,-0.04,0,0,2016-05-10
917,Kepler-1121,b,Transit,1,13.15141081,0.00005864,-0.00005864,0,,,,,,,,,,,,,,,,,,0.17,0.043,-0.041,0,,,,,0,1,0,1,19h51m08.79s,297.786606,+47d53m10.1s,47.886127,529,130.45,-95.64,0,12.071,,0,0,Kepler-band,6231,90.24,-72.86,0,0,1.29,0.13,-0.09,0,0,1.59,0.4,-0.29,0,0,2016-05-10
918,Kepler-1122,b,Transit,1,42.1917357,0.0002996,-0.0002996,0,,,,,,,,,,,,,,,,,,0.182,0.024,-0.012,0,,,,,0,1,0,1,19h13m07.33s,288.280535,+46d20m27.3s,46.340904,924,116.8,-62.62,0,15.06,,0,0,Kepler-band,5544,73.22,-72.56,0,0,0.92,0.04,-0.05,0,0,0.89,0.11,-0.06,0,0,2016-05-10
919,Kepler-1123,b,Transit,1,4.33946454,0.00001178,-0.00001178,0,,,,,,,,,,,,,,,,,,0.149,0.022,-0.01,0,,,,,0,1,0,1,19h38m04.24s,294.517667,+50d40m13.4s,50.670399,796,114.33,-52.85,0,14.822,,0,0,Kepler-band,5500,75.39,-90.52,0,0,0.93,0.04,-0.04,0,0,0.9,0.13,-0.06,0,0,2016-05-10
920,Kepler-1124,b,Transit,1,2.85234897,0.00000303,-0.00000303,0,,,,,,,,,,,,,,,,,,0.114,0.011,-0.006,0,,,,,0,1,0,1,19h06m22.63s,286.594273,+37d53m28.6s,37.891266,177,10.38,-9.81,0,15.959,,0,0,Kepler-band,3658,33.4,-26.65,0,0,0.35,0.02,-0.02,0,0,0.34,0.02,-0.02,0,0,2016-05-10
921,Kepler-1125,b,Transit,1,17.6700642,0.0001176,-0.0001176,0,,,,,,,,,,,,,,,,,,0.164,0.027,-0.016,0,,,,,0,1,0,1,19h41m55.49s,295.481223,+40d43m55.1s,40.73198,910,151.92,-91.85,0,14.874,,0,0,Kepler-band,5683,241.45,-131.51,0,0,0.95,0.08,-0.07,0,0,0.94,0.15,-0.09,0,0,2016-05-10
922,Kepler-1126,b,Transit,1,108.593329,0.001003,-0.001003,0,,,,,,,,,,,,,,,,,,0.154,0.019,-0.012,0,,,,,0,1,0,1,19h02m46.08s,285.691992,+45d41m21.8s,45.689396,668,76.62,-55.62,0,14.033,,0,0,Kepler-band,5798,61.16,-55.36,0,0,0.92,0.05,-0.06,0,0,0.93,0.11,-0.07,0,0,2016-05-10
923,Kepler-1127,b,Transit,1,5.12330347,0.00002272,-0.00002272,0,,,,,,,,,,,,,,,,,,0.175,0.028,-0.037,0,,,,,0,1,0,1,19h32m52.17s,293.217384,+42d43m14.5s,42.720707,996,159.8,-84.75,0,15.162,,0,0,Kepler-band,5664,89.83,-137.31,0,0,0.97,0.04,-0.05,0,0,0.95,0.15,-0.07,0,0,2016-05-10
924,Kepler-1128,b,Transit,1,61.6178167,0.0003337,-0.0003337,0,,,,,,,,,,,,,,,,,,0.326,0.047,-0.03,0,,,,,0,1,0,1,19h32m15.20s,293.063338,+39d24m12.4s,39.403444,1163,172.51,-90.56,0,15.722,,0,0,Kepler-band,5543,95.27,-144.99,0,0,0.94,0.04,-0.05,0,0,0.91,0.13,-0.06,0,0,2016-05-10
925,Kepler-1129,b,Transit,2,24.3397804,0.0001298,-0.0001298,0,,,,,,,,,,,,,,,,,,0.264,0.045,-0.029,0,,,,,0,1,0,1,19h26m25.08s,291.604495,+41d18m33.7s,41.309361,1258,220.24,-125.26,0,15.28,,0,0,Kepler-band,5831,134.99,-114.35,0,0,1,0.06,-0.06,0,0,1,0.17,-0.1,0,0,2016-05-10
926,Kepler-1129,c,Transit,2,76.5369586,0.0007586,-0.0007586,0,,,,,,,,,,,,,,,,,,0.244,0.041,-0.024,0,,,,,0,1,0,1,19h26m25.08s,291.604495,+41d18m33.7s,41.309361,1258,220.24,-125.26,0,15.28,,0,0,Kepler-band,5831,134.99,-114.35,0,0,1,0.06,-0.06,0,0,1,0.17,-0.1,0,0,2016-05-10
927,Kepler-113,b,Transit,2,4.754,,,0,,,,,,,,,,,,,0.037,0.013,-0.013,0,Mass,0.162,0.004,-0.004,0,10.73,3.9,-3.9,0,0,1,0,1,19h11m59.49s,287.997883,+50d56m39.6s,50.944332,,,,,13.461,,0,0,Kepler-band,4725,74,-74,0,0,0.75,0.06,-0.06,0,0,0.69,0.02,-0.02,0,0,2014-05-14
928,Kepler-113,c,Transit,2,8.92507,,,0,,,,,,,,,,,,,0.027,,,1,Mass,0.194,0.005,-0.005,0,,,,,0,1,0,1,19h11m59.49s,287.997883,+50d56m39.6s,50.944332,,,,,13.461,,0,0,Kepler-band,4725,74,-74,0,0,0.75,0.06,-0.06,0,0,0.69,0.02,-0.02,0,0,2014-05-14
929,Kepler-1130,b,Transit,1,5.45298175,0.00001294,-0.00001294,0,,,,,,,,,,,,,,,,,,0.071,0.014,-0.003,0,,,,,0,1,0,1,19h00m49.80s,285.207485,+45d23m03.7s,45.38435,234,5.3,-5.1,0,12.404,,0,0,Kepler-band,5403,53.01,-51.42,0,0,0.9,0.02,-0.02,0,0,0.81,0.01,-0.01,0,0,2016-05-10
930,Kepler-1131,b,Transit,1,3.53232449,0.00001266,-0.00001266,0,,,,,,,,,,,,,,,,,,0.142,0.032,-0.013,0,,,,,0,1,0,1,19h42m36.36s,295.651494,+49d15m40.7s,49.261295,1109,246.47,-109.64,0,14.972,,0,0,Kepler-band,5851,83.2,-114.89,0,0,1.03,0.06,-0.06,0,0,1.04,0.23,-0.1,0,0,2016-05-10
931,Kepler-1132,b,Transit,1,62.8916228,0.0004523,-0.0004523,0,,,,,,,,,,,,,,,,,,0.21,0.017,-0.015,0,,,,,0,1,0,1,19h05m28.19s,286.367463,+48d25m26.2s,48.423935,940,72.28,-58.85,0,15.481,,0,0,Kepler-band,5298,54.24,-56.79,0,0,0.87,0.04,-0.05,0,0,0.83,0.06,-0.05,0,0,2016-05-10
932,Kepler-1133,b,Transit,1,11.55562343,0.00003409,-0.00003409,0,,,,,,,,,,,,,,,,,,0.176,0.021,-0.013,0,,,,,0,1,0,1,19h33m17.38s,293.322404,+42d52m02.9s,42.86747,821,97.06,-62.53,0,14.816,,0,0,Kepler-band,5569,157.93,-118.09,0,0,0.93,0.05,-0.06,0,0,0.9,0.1,-0.06,0,0,2016-05-10
933,Kepler-1134,b,Transit,1,17.13263989,0.00008204,-0.00008204,0,,,,,,,,,,,,,,,,,,0.236,0.019,-0.023,0,,,,,0,1,0,1,19h42m16.32s,295.567982,+42d28m41.8s,42.478287,997,87.95,-74.21,0,15.842,,0,0,Kepler-band,5281,169.66,-135.47,0,0,0.84,0.05,-0.05,0,0,0.81,0.06,-0.06,0,0,2016-05-10
934,Kepler-1135,b,Transit,1,76.957857,0.0007104,-0.0007104,0,,,,,,,,,,,,,,,,,,0.165,0.029,-0.014,0,,,,,0,1,0,1,19h04m00.71s,286.002968,+44d45m23.7s,44.756592,728,129.19,-55.48,0,14.353,,0,0,Kepler-band,5656,66.4,-72.91,0,0,0.96,0.04,-0.05,0,0,0.94,0.17,-0.07,0,0,2016-05-10
935,Kepler-1136,b,Transit,1,2.36172433,0.00000365,-0.00000365,0,,,,,,,,,,,,,,,,,,0.146,0.009,-0.008,0,,,,,0,1,0,1,18h56m25.87s,284.107796,+44d14m44.9s,44.245808,545,21.29,-29.8,0,15.658,,0,0,Kepler-band,4512,46.44,-47.76,0,0,0.72,0.03,-0.04,0,0,0.68,0.02,-0.03,0,0,2016-05-10
936,Kepler-1137,b,Transit,1,23.9210791,0.0001379,-0.0001379,0,,,,,,,,,,,,,,,,,,0.196,0.074,-0.036,0,,,,,0,1,0,1,19h08m31.27s,287.130272,+48d39m55.3s,48.665375,971,361.65,-176.08,0,12.768,,0,0,Kepler-band,6807,117.84,-120.35,0,0,1.5,0.23,-0.14,0,0,1.84,0.69,-0.33,0,0,2016-05-10
937,Kepler-1138,b,Transit,1,3.17060005,0.00001019,-0.00001019,0,,,,,,,,,,,,,,,,,,0.152,0.021,-0.012,0,,,,,0,1,0,1,19h03m35.82s,285.899242,+48d18m26.3s,48.307301,1101,152.35,-73.19,0,15.353,,0,0,Kepler-band,5582,62.16,-65.24,0,0,0.95,0.04,-0.04,0,0,0.92,0.13,-0.06,0,0,2016-05-10
938,Kepler-1139,b,Transit,1,0.81316672,0.00000125,-0.00000125,0,,,,,,,,,,,,,,,,,,0.106,0.015,-0.007,0,,,,,0,1,0,1,19h11m46.95s,287.945617,+39d13m50.0s,39.230568,555,77.61,-42.22,0,14.113,,0,0,Kepler-band,5550,105.36,-153.89,0,0,0.94,0.04,-0.05,0,0,0.91,0.12,-0.06,0,0,2016-05-10
939,Kepler-114,b,Transit,3,5.188549,0.000012,-0.000012,0,0.053,,,0,,,,,,,,,,,,,,0.112,0.012,-0.012,0,,,,,0,1,0,1,19h36m29.14s,294.121421,+48d20m58.3s,48.349525,,,,,13.738,,0,0,Kepler-band,4605,100,-100,0,0,0.56,0.06,-0.06,0,0,0.67,0.04,-0.04,0,0,2014-05-14
940,Kepler-114,c,Transit,3,8.041,,,0,,,,,,,,,,,,,0.009,0.002,-0.002,0,Mass,0.143,0.016,-0.016,0,,,,,1,1,0,1,19h36m29.14s,294.121421,+48d20m58.3s,48.349525,,,,,13.738,,0,0,Kepler-band,4605,100,-100,0,0,0.56,0.06,-0.06,0,0,0.67,0.04,-0.04,0,0,2014-05-14
941,Kepler-114,d,Transit,3,11.776,,,0,,,,,,,,,,,,,0.012,0.005,-0.005,0,Mass,0.226,0.025,-0.025,0,,,,,1,1,0,1,19h36m29.14s,294.121421,+48d20m58.3s,48.349525,,,,,13.738,,0,0,Kepler-band,4605,100,-100,0,0,0.56,0.06,-0.06,0,0,0.67,0.04,-0.04,0,0,2014-05-14
942,Kepler-1140,b,Transit,1,24.0862707,0.000102,-0.000102,0,,,,,,,,,,,,,,,,,,0.247,0.04,-0.033,0,,,,,0,1,0,1,18h46m46.56s,281.693981,+46d56m47.2s,46.946449,657,29.1,-42.88,0,15.464,,0,0,Kepler-band,4850,53.07,-47.66,0,0,0.76,0.04,-0.04,0,0,0.73,0.03,-0.04,0,0,2016-05-10
943,Kepler-1141,b,Transit,1,2.34451194,0.00000535,-0.00000535,0,,,,,,,,,,,,,,,,,,0.073,0.011,-0.007,0,,,,,0,1,0,1,19h22m10.47s,290.543645,+47d43m33.2s,47.72588,365,48.98,-34.33,0,12.589,,0,0,Kepler-band,5791,58.41,-65.12,0,0,1.01,0.03,-0.04,0,0,1.07,0.15,-0.1,0,0,2016-05-10
944,Kepler-1142,b,Transit,1,18.3027248,0.0001389,-0.0001389,0,,,,,,,,,,,,,,,,,,0.131,0.038,-0.016,0,,,,,0,1,0,1,19h30m51.46s,292.714435,+44d04m56.4s,44.082336,697,173.49,-66.61,0,14.31,,0,0,Kepler-band,5685,98.59,-132.1,0,0,0.97,0.05,-0.06,0,0,0.96,0.24,-0.08,0,0,2016-05-10
945,Kepler-1143,b,Transit,2,2.88890485,0.00000694,-0.00000694,0,,,,,,,,,,,,,,,,,,0.149,0.012,-0.01,0,,,,,0,1,0,1,19h09m12.68s,287.302821,+39d17m22.9s,39.289688,632,50.17,-39.16,0,15.195,,0,0,Kepler-band,5053,192.88,-130.21,0,0,0.81,0.05,-0.05,0,0,0.77,0.05,-0.04,0,0,2016-05-10
946,Kepler-1143,c,Transit,2,210.630591,0.001456,-0.001456,0,,,,,,,,,,,,,,,,,,0.321,0.045,-0.031,0,,,,,0,1,0,1,19h09m12.68s,287.302821,+39d17m22.9s,39.289688,632,50.17,-39.16,0,15.195,,0,0,Kepler-band,5053,192.88,-130.21,0,0,0.81,0.05,-0.05,0,0,0.77,0.05,-0.04,0,0,2016-05-10
947,Kepler-1144,b,Transit,1,17.14647302,0.00009073,-0.00009073,0,,,,,,,,,,,,,,,,,,0.178,0.027,-0.014,0,,,,,0,1,0,1,19h20m10.39s,290.043293,+47d15m28.7s,47.257977,1012,150.02,-83.05,0,14.941,,0,0,Kepler-band,5753,91.93,-86.29,0,0,0.98,0.05,-0.06,0,0,0.96,0.14,-0.07,0,0,2016-05-10
948,Kepler-1145,b,Transit,1,3.97076766,0.0000111,-0.0000111,0,,,,,,,,,,,,,,,,,,0.125,0.01,-0.01,0,,,,,0,1,0,1,19h41m13.96s,295.308161,+43d02m39.9s,43.044415,714,53.37,-53.09,0,15.443,,0,0,Kepler-band,5064,161.02,-117.37,0,0,0.79,0.05,-0.05,0,0,0.75,0.05,-0.05,0,0,2016-05-10
949,Kepler-1146,b,Transit,1,2.3522658,0.00000825,-0.00000825,0,,,,,,,,,,,,,,,,,,0.11,0.009,-0.007,0,,,,,0,1,0,1,19h06m51.99s,286.716626,+47d25m32.3s,47.425633,694,26.74,-42.13,0,15.848,,0,0,Kepler-band,4692,45.94,-42.25,0,0,0.74,0.03,-0.04,0,0,0.7,0.02,-0.04,0,0,2016-05-10
950,Kepler-1147,b,Transit,1,10.62784997,0.00009118,-0.00009118,0,,,,,,,,,,,,,,,,,,0.233,0.071,-0.045,0,,,,,0,1,0,1,19h30m11.41s,292.547537,+41d38m34.6s,41.642956,1476,452.64,-176.42,0,15.401,,0,0,Kepler-band,5941,84.81,-114.44,0,0,1.09,0.09,-0.06,0,0,1.14,0.35,-0.13,0,0,2016-05-10
951,Kepler-1148,b,Transit,1,1.10446351,0.00000129,-0.00000129,0,,,,,,,,,,,,,,,,,,0.151,0.009,-0.008,0,,,,,0,1,0,1,19h23m48.85s,290.953557,+45d43m10.3s,45.719536,682,38.36,-38.56,0,15.277,,0,0,Kepler-band,5054,99.64,-98.31,0,0,0.81,0.04,-0.04,0,0,0.77,0.04,-0.04,0,0,2016-05-10
952,Kepler-1149,b,Transit,1,3.73089898,0.00001502,-0.00001502,0,,,,,,,,,,,,,,,,,,0.128,0.023,-0.015,0,,,,,0,1,0,1,19h36m45.42s,294.18926,+45d09m05.7s,45.151577,1023,190.7,-111.23,0,14.966,,0,0,Kepler-band,5833,117.2,-177.03,0,0,1.02,0.07,-0.07,0,0,1.01,0.18,-0.1,0,0,2016-05-10
953,Kepler-115,b,Transit,2,2.403679,0.000012,-0.000012,0,0.036,,,0,,,,,,,,,,,,,,0.097,0.019,-0.019,0,,,,,0,1,0,1,19h50m50.84s,297.711849,+45d15m42.9s,45.261925,,,,,13.431,,0,0,Kepler-band,5979,132,-132,0,0,1,,,0,0,1.21,0.23,-0.23,0,0,2014-05-14
954,Kepler-115,c,Transit,2,8.990889,0.000021,-0.000021,0,0.087,,,0,,,,,,,,,,,,,,0.232,0.045,-0.045,0,,,,,0,1,0,1,19h50m50.84s,297.711849,+45d15m42.9s,45.261925,,,,,13.431,,0,0,Kepler-band,5979,132,-132,0,0,1,,,0,0,1.21,0.23,-0.23,0,0,2014-05-14
955,Kepler-1150,b,Transit,1,2.78786839,0.00000826,-0.00000826,0,,,,,,,,,,,,,,,,,,0.091,0.005,-0.005,0,,,,,0,1,0,1,19h46m53.88s,296.724492,+49d31m57.8s,49.532715,373,16.41,-18.27,0,14.435,,0,0,Kepler-band,4754,80.38,-77.33,0,0,0.76,0.03,-0.04,0,0,0.72,0.03,-0.03,0,0,2016-05-10
956,Kepler-1151,b,Transit,1,65.6478424,0.000401,-0.000401,0,,,,,,,,,,,,,,,,,,0.198,0.021,-0.015,0,,,,,0,1,0,1,19h28m59.47s,292.247793,+47d52m42.4s,47.878452,763,76.61,-59.72,0,14.872,,0,0,Kepler-band,5470,97.19,-93.64,0,0,0.88,0.05,-0.06,0,0,0.85,0.08,-0.06,0,0,2016-05-10
